Sites,Australia,Bangladesh,Hongkong,Indonesia,Malaysia,Myanmar,New Zealand,Pakistan
Weighted,-0.016,0.275,0.228,-0.027,0.013,0.185,0.053,0.02
Sites,Philippines,Shanghai,Singapore,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam
Weighted,0.083,-0.168,0.063,0.081,0.041,0.042,0.124,0.004
