Sites,Australia,Bangladesh,Hongkong,Indonesia,Malaysia,Myanmar,New Zealand,Pakistan
Weighted,0.161,-0.026,-0.158,0.102,0.164,-0.032,-0.057,0.013
Sites,Philippines,Shanghai,Singapore,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam
Weighted,-0.078,0.284,0.121,0.385,0.138,0.098,0.005,-0.12
