Sites,Australia,Bangladesh,Hongkong,Indonesia,Malaysia,Myanmar,New Zealand,Pakistan
Weighted,-0.001,0.25,0.196,-0.016,0.025,0.167,0.044,0.02
Sites,Philippines,Shanghai,Singapore,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam
Weighted,0.07,-0.13,0.068,0.106,0.049,0.047,0.114,-0.006
