Sites,Australia,Bangladesh,Hongkong,Indonesia,Malaysia,Myanmar,New Zealand,Pakistan
Weighted,0.19,-0.076,-0.222,0.124,0.19,-0.069,-0.076,0.012
Sites,Philippines,Shanghai,Singapore,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam
Weighted,-0.104,0.359,0.13,0.436,0.154,0.107,-0.015,-0.14
