Sites,Australia,Bangladesh,Hongkong,Indonesia,Malaysia,Myanmar,New Zealand,Pakistan
Weights,0.073,0.124,0.035,0.038,0.088,0.076,-0.002,0.017
Sites,Philippines,Shanghai,Singapore,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam
Weights,0.003,0.058,0.092,0.233,0.089,0.07,0.065,-0.058
