Sites,Australia,Bangladesh,Hongkong,Indonesia,Malaysia,Myanmar,New Zealand,Pakistan
Weighted,0.043,0.174,0.099,0.016,0.063,0.113,0.016,0.018
Sites,Philippines,Shanghai,Singapore,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam
Weighted,0.03,-0.017,0.082,0.182,0.073,0.061,0.084,-0.037
