Sites,Australia,Bangladesh,Hongkong,Indonesia,Malaysia,Myanmar,New Zealand,Pakistan
Weighted,0.146,-0.001,-0.126,0.091,0.152,-0.014,-0.048,0.014
Sites,Philippines,Shanghai,Singapore,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam
Weighted,-0.064,0.246,0.116,0.36,0.13,0.093,0.015,-0.109
