Sites,Australia,Bangladesh,Hongkong,Indonesia,Malaysia,Myanmar,New Zealand,Pakistan
Weighted,0.234,-0.151,-0.318,0.156,0.227,-0.123,-0.103,0.01
Sites,Philippines,Shanghai,Singapore,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam
Weighted,-0.145,0.473,0.145,0.512,0.178,0.121,-0.044,-0.171
