Sites,Australia,Bangladesh,Hongkong,Indonesia,Malaysia,Myanmar,New Zealand,Pakistan
Weighted,0.249,-0.176,-0.35,0.167,0.24,-0.141,-0.113,0.01
Sites,Philippines,Shanghai,Singapore,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam
Weighted,-0.158,0.51,0.15,0.537,0.187,0.126,-0.054,-0.182
