Sites,Australia,Bangladesh,Hongkong,Indonesia,Malaysia,Myanmar,New Zealand,Pakistan
Weighted,0.014,0.225,0.163,-0.006,0.038,0.149,0.034,0.019
Sites,Philippines,Shanghai,Singapore,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam
Weighted,0.056,-0.093,0.073,0.131,0.057,0.052,0.104,-0.017
