Sites,Australia,Bangladesh,Hongkong,Indonesia,Malaysia,Myanmar,New Zealand,Pakistan
Weighted,-3.05E-02,3.00E-01,2.60E-01,-3.79E-02,1.87E-05,2.03E-01,6.21E-02,2.07E-02
Sites,Philippines,Shanghai,Singapore,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam
Weighted,9.65E-02,-2.06E-01,5.82E-02,5.54E-02,3.25E-02,3.78E-02,1.34E-01,1.42E-02
