Sites,Australia,Bangladesh,Hongkong,Indonesia,Malaysia,Myanmar,New Zealand,Pakistan
Weighted,0.102,0.074,-0.029,0.059,0.114,0.04,-0.021,0.015
Sites,Philippines,Shanghai,Singapore,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam
Weighted,-0.024,0.133,0.102,0.284,0.105,0.079,0.045,-0.079
